資源標題,年級,科目/單元,資源連結,doctype,內文
國語演說的參賽與指導經驗分享,,,https://drive.google.com/a/junyiacademy.org/file/d/1pqSXBKr78nD7Fm8cDzEtOu3IieJojAln/view?usp=drivesdk,pdf,"教育局請我針對國語演說，分享一些參賽、指導、評委的經驗，
因此我特別撰文如下。
如果有指導國語演說，或是想增進說話教學的老師，
希望這篇文章對您有幫助。
如果想直接下載使用的，都沒有問題。
但是麻煩您不要全部複製，變成您的作業喔^__^
---
國語演說的參賽與指導經驗分享 文/林彥佑

在國語文競賽的各組項目中，被公認為最有挑戰性的，莫過於「國語演說」了; 儘管如此，每一年仍有為數不少的選手躬逢其盛，見證了國語演說的精妙與趣味。國語演說，說難不難，說易著實不易，有多數的選手，參與了盛會之後，便愛上了演說; 當然也有另一半的選手，從此敬謝不敏; 其箇中滋味，只能用「如人飲水，冷暖自知」來形容了。

三十分鐘的台前準備
競賽之前的抽題、準備，共有三十分鐘，確實是「分秒必爭」，如何善用這三十分鐘，真的是需要練習、累積經驗。要在三十分鐘之內寫一篇完整的「演說稿」，真的不是一件容易的事，因此，選手只能寫「演說大綱」，鋪陳接下來的所有內容。在這個過程中，我會要求選手做到以下三件事情:
(一) 做水平思考，將與主題相關的材料，全都迅速地在腦海中掃過一遍，並記錄下來，例如，題目為「環境保育之我見」，參賽者須趕緊想出與「環境保育」、「我見」的相關詞彙、用句遣詞、故事、影片、親身經歷、國內外新聞、正反立場…等，馬上寫在紙上。
(二) 接著，再開始鋪陳演說大綱，將上述的材料去蕪存菁，東搬西挪地確定要將這些素材擺放至哪個位置，如前言、主文、結尾，並試著延伸出更多的內容，當然，帶進準備席的紙本資料一定要分門別類，並事前研讀，以便在有限的時間內旁徵博引，組織成文。
(三) 在最後五分鐘時，試著在座位上演練一次，包括手勢、表情，此時也許台上正好有選手在演說 但別被其表現所影響。當自己先演練過時，上台比較不容易忘詞、支吾，也可以掌握時間。

上台與台上的要領
上台前，請務必整理好自己的服裝儀容、髮型，試著將微笑掛於臉上，從容上台; 站定後，眼神自然地看過在場的評審，儘管有些評審可能忙著翻評分表、題目條，但也請選手保持一貫的笑容。或是選手可以用眼睛的餘光，注意哪位評審正在看你，便趕緊看評審，為的就是讓評審對你留下好感。當選手敬禮時，常會出現頭髮往前散落的情況，因此頭髮較長的選手，儘可能地綁好，也可避免風吹而導致手不地撥髮。

「演」之「手勢」
在台上演說時，記得要有「手勢」(演說的「演」，即為簡易的手勢、肢體動作)，但不過分誇張(如身體左搖右擺、前傾過度、上台移動腳步; 手勢應有變化，所擺放、伸出的位置也應略有不同，不宜左手伸完換右手，右手伸完換左手，如此太有規律的手部動作，容易導致評審頭暈目眩。手勢偶有握拳，偶有張開置放於胸前、腰旁、耳際、高舉、下垂…等不一而足，只要自然即可，不刻意記憶。)

「演」之「表情」
    在演說時，表情極為重要(表情亦為「演」的一部分)，悲傷難過時可展現皺眉之貌，高興喜悅時可展現笑容; 微笑固然重要，特別是國小的學生，笑容為最迷人的印象分數; 但也得視題目、演說內容而展現不同的笑容; 若抽到的題目為「令我難過的一個畫面」，則要調整笑容，或只在問候時展現笑容，或在內容稍平和時展現淺淺的笑。在演說最後時，不論覺得自己說得好或不好，都要給在場的大家一個真誠的笑容與感謝:「我的演說到此結束，謝謝大家的聆聽」，接著，鞠躬敬禮，優雅下台。

廣泛閱讀，拓展演說深度
在四到五分鐘的演講鋪陳中，是大家決戰勝負的關鍵。平日選手在準備內容的時候，就要「無所不讀」，凡是能力範圍內可閱讀的素材，都儘可能地閱讀、吸收，也可以準備一本小筆記本，隨時記錄值得抄寫的東西。準備演說內容的時候，最忌諱的就是「空無一物」，腦子裡沒有材料的時候，自然而然就沒有辦法言之有理、言之有物;就好比「巧婦難為無米之炊」，就算一個很會煮飯燒菜的婦女，如果沒有米、食材，怎麼可能端出好菜呢?因此，選手平常就要廣泛閱讀，多元涉獵。
    從閱讀來講，最基本的材料就是國語課本、社會課本等文字量較多的書，其次為報章雜誌、課外書、月刊…等; 如果只把「閱讀」侷限於「閱讀書本」，那一定會限制住自己的訊息吸收量; 選手可以嘗試朝以下幾個面向來著手:
(一) 閱讀歌詞:許多流行歌不只好聽，而且其歌詞寫得更有意思，如果題目是勵志型的，也許可以引用張雨生<我的未來不是夢>、五月天<永遠不回頭>; 如果是家鄉類、情感類的，可以引用周杰倫<稻香>; 如果是有關友情的，則可選伍思凱<分享>，周華健<愛相隨>，因此選手在台上，可以說出歌詞的其中幾句，增加說服力。筆者曾看過有些選手直接在台上唱起歌來，或是在台上走來走去，這些都是需要避免的，畢竟這是「演說」場合，而非「說故事、演戲」的場合。
(二) 閱讀新聞:選手可以將近二個月來的新聞瀏覽過一遍，也可以選擇性地將重點記錄下來，這些對於內容的豐富性都很有幫助; 選手可以閱讀的新聞面向要廣要深，不一定只研讀兒童類、教育類，有些熱門的社會新聞、國際情勢的新聞、文化采風的報導…等，也都可以加以注意; 對於這些新聞，當然是了解越透徹越好，但也應量力而為; 重要的是，選手讀了這些新聞之後，要能適時地在演說中加以發揮，靈活運用。
(三) 閱讀詩詞美句:自古以來，流傳了許多經典名句、佳句、諺語等，這些都可以巧妙地在演說稿中運用; 而許多選手熟知的唐詩，更可以在演說稿中呈現; 而呈現的方式，筆者認為「活用」才是最高的界。例如「誰知盤中飧，粒粒皆辛苦」，表面上在談農夫種稻的辛苦，但如果演說題目和營養午餐、鄉土情懷、一則新聞/一本好書的啟示、我最尊敬的人…等有關，都可以加以利用。有時選手記了太多詩詞，一時忘記是哪一位作者所寫的，千萬不要移花接木，張冠李戴，這時只要說，「有一首詩是這樣的」、「有一詩人曾寫過」…即可。
(四) 閱讀好書:每一本書的內容都能在演說場合上發揮，端看選手的能力罷了; 有些書的內容，不限於某個主題的題目才能發揮，只要能觸類旁通，舉一反三，相信演說的素材俯拾即是。例如，將某本書運用到演說文裡:「最近，我讀了一本<<翻轉思考-有趣的成語遊戲>>，在這一本書中，我感受到，原來學習成語也可以這麼有趣，而作者更認為思考、創新是學生必備的能力…」因此，可用於「最有趣的一堂課」、「一本書的啟示」、「閱讀的樂趣」、「如果學校成了遊樂園」、「我的教室」、「我對考試的看法」…等。

內容的鋪陳是極為重要的。那該如何鋪出一篇好的演說稿呢?其實演說稿有某種程度上和「作文」相似，但卻不是百分之百相同。演說稿，一般而言，區分成「前言、正文、結尾」。
(一) 前言:有許多鋪陳的方式，可以採用疑問句(你知道課外書對於學生的學習有多重要嗎?)、排比句(讀一本好書，就像沈浸在中; 讀一本好書，就像徜徉在柔靜的曠野中; 讀一本好書，就像置身於百花齊放的花園裡…)、開門見山(所謂好書，就是可以啟迪人性，發揚善念…) 、名言錦句法(古人說，三日不讀書，便覺面目可憎…)、新聞法(曾經有科學的研究指出，多讀書的人，不但可以有活絡的腦細胞，還可以…); 種種的開頭方式都可以依選手的喜好與經驗來做選擇。一般來說，以四到五分鐘的演說時間而言，前言大概佔三十秒左右; 接著就要想辦法過渡到主文。
(二) 主文:主文為全文的重心所在。一般而言，採總分總的方式，最能清楚展現架構，也最能讓評審委員馬上進入到主題層次，更可以避免自己的內容過於紛亂。所謂的「總分總」，亦即是讓「分」成為有條列式的呈現，如「總分分總、總分分分總、總分分入分分總」，通常，習慣採取「分分分」的三分方式，最引起大家的記憶與共鳴。這「三分」的起頭方式，大致為「首先、其次、最後」，例如:「首先，我認為使用手機會影響學童的視力…。其次，我認為手機會影響學生的學習態度…。最後，我認為手機的電磁波可能會影響我們的大腦發育…」。這樣的架構是最清楚明瞭的。
    有時候，也不見得所有的主題均適合採取這種方式，端看選手的經驗與能力來判斷，例如:「我的戶外教學經驗」，則比較傾向於前言—經驗敘述—經驗啟示—結尾，亦即國小學生在課本中常見到的「記敘文」類型; 又如「成功與失敗」則傾向於並列型論述，其結構為「總說—成功的經驗—失敗的經驗—成功與失敗的關係—結論」。好的主文，恰如作文常見的「豬肚」，必需豐美厚實，才能引人入勝。而主文的豐美，則來自於平日的廣泛閱讀與生活經驗的多寡。
(三) 結尾:響鈴之後，即需開始鋪陳結尾。結尾通常先採取一段與主題相關的名言佳句; 選手平日即需累積許多好的句子，並練習「活用」，如:「沒有礁石，哪激得起美麗的浪花; 沒有挫折，哪能顯現出成功的可貴」(題目為「挫折與我」); 「運用」只是將原本的錦句重新說過一遍，而「活用」則是能遷移到各個主題(但不可過於牽強，否則可能弄巧成拙)。結尾時不宜出現新的論點，或偏離前言、主文，可以延續主文的內容，迅速作結，也可以歸納主文的重點，可以是期勉法，也可以是設問法，也可以前後呼應，這一切的運用，都靠選手平日的經驗來決定。
    除了內容，咬字發音與語調、語速、語情也是相當重要的。選手平日必須準確地唸注音符號，特別是捲舌音與不捲舌音，因為這些注音符號的發音，最容易讓評委知道你是否有演說或朗讀的基本功，其餘如ㄟㄝ  ㄤㄢ  ㄛㄡ也都要逐一練習，而去聲則要強而有力，上聲則要考慮全上或半上，平聲與輕聲也要留意。語調若有高低起伏、抑揚頓挫的變化，能讓聽眾聽得悅耳、感受到聲音的靈動，如果一直停留在很平穩或很高亢的聲音，則容易讓人感到不舒服; 至於語速，則為「說話的速度」，正常約一分鐘150字左右，過慢易讓人感到不耐煩，過快則又讓人有壓迫感，而且說話速度太快，也較缺乏思考的時間，間接影響下一句的思考; 平日可拿國語課文加以練習，讓不急不徐的速度成為「自然的說話習慣」。至於語情，則是「說話的感情」; 當悲傷難過時，語情顯得緩慢而低沉，當高興喜稅時，語情則快速而高昂; 語情有了變化，能夠讓說話的感覺顯得更栩栩如生，也更有張力，能吸引評委的注意力。
    說話的魅力，是要靠平常訓練的，平日可以多聽談話性的節目、廣播電台、主播報新聞、文章朗讀檔…等，可以找幾位值得學習的對象加以揣摩、練習，再融入自己的風格，就能成為自己獨特的演說個性了。平日的說話，可以嘗試用錄音機、攝影機錄下來，聽聽看速度是否過快、過慢，是否有掌握到語調、語速、語情的關鍵，是否有正確又自然的咬字發音，是否有多餘的口頭禪或贅字詞，是否有結巴或語句不順之處，總之，好的演說除了台風的自然、內容的充實，也要注意到說話是否說得好聽。
    國語演說確實是一項困難的競賽項目，但其精妙、趣味之也只有沈醉其中的人，方能了悟的; 筆者參賽、指導、命題、評委多年，常與選手們分享演說經驗，也常嘉許選手，得名固然值得高興，但就算沒有得名，在準備的過程中所閱讀過的篇章，所咀嚼過的文句，不也是增長智慧的一種方式嗎?國語演說，是國小階段中說話教學的最高層次，它的內涵包括了說了、說好、說到、說美，是一層又一層的能力積累，相信只要能找到演說的訣竅，必能在演說的場合，留下美麗的身影。"
預測課文康軒六上-學習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1q_lnh0VV85UsbH0-kid_FAKFiakd6UJ6/view?usp=drivesdk,docx,"<康軒版 國語六上 預測課文 學習單>
針對較重要的一些課文  依據其內容設計的提問"
MOODS2,,,https://drive.google.com/a/junyiacademy.org/file/d/149_g2jzfRNMFm-aTFKWeGG1IjdIQ_laX/view?usp=drivesdk,pdf,各位教育工作者好！我是新加坡天磊文化企業的楊慧青。我在我的班上試用了情緒卡，學生要求我補充幾個詞語。因此我又來分享啦！
合作國小五年丙班讀書心得與創作計畫,,,https://drive.google.com/a/junyiacademy.org/file/d/1TOScnwI6NQmti3SyQoHpPCjOv_eB3OYg/view?usp=drivesdk,docx,"讀書心得與創作計畫
以MAPS教學精神為基礎設計的讀書心得與寫作、發表活動的學習單，以I SEE、I THINK和I FEEL為基礎架構，提供老師發展簡單的學思達概念發展活動。可以張貼，可以建檔，可以當上台發表的小抄，可以在老師比較忙碌的時候，各圈一項參考活動作為學生指定的作業或課堂活動。歡迎補充改版。

MAPS—王政忠老師
學思達—張輝誠老師
三卡合一讀寫教學策略—溫美玉老師"
MOODS,,,https://drive.google.com/a/junyiacademy.org/file/d/1XTL6xrBwH6O9_J1HpkkPcVRTXtY90VCb/view?usp=drivesdk,doc,我是新加坡天磊文化企業的楊老師。上了溫老師的課，獲益不淺，希望能在自己的課堂上實踐。非常喜歡性格卡和情緒卡的概念。這裡附上我自製的情緒卡，特別為新加坡學生附上漢語拼音和英文註解。若有錯誤，懇請大家指教。
人物性格卡,,,https://drive.google.com/a/junyiacademy.org/file/d/1MWW40--vDKOiwGepFhybvgnt8EZEkSa7/view?usp=drivesdk,doc,將人物性格卡排成一張A4四張，大小更接近卡片，整版列印時也省掉一半的紙。
104_6上_生字部首彙整表,,,https://drive.google.com/a/junyiacademy.org/file/d/1L60FSvlQbHx6nI6VXL9bMCzt2JjsasDB/view?usp=drivesdk,docx,翰林六上國語~~~部首彙整
104_6上_翰林版國語課文預測單B_A3(含概覽閱讀+延伸寫作創想),,,https://drive.google.com/a/junyiacademy.org/file/d/11vvhYn9S10t9-AQuJ43YsS2X2qNhGOJv/view?usp=drivesdk,doc,翰林六上國語~~~課文預測
104_6上_封面故事,,,https://drive.google.com/a/junyiacademy.org/file/d/1pff2e9bZk8bOhba63jpq5Pgs_IwUZkKj/view?usp=drivesdk,docx,翰林六上國語封面故事
借貸與金融信用,,,https://drive.google.com/a/junyiacademy.org/file/d/1tg_hLjaGSMH777bGlbYcCIMD7UnDg8xk/view?usp=drivesdk,doc,"教學簡案
財務自由是理財教育中重要的觀念，透過適當的財務管理，使自己財務的收支平衡，才能使自己具備良好的金融信用。本案以誠信為核心議題，以金融信用為主軸，希望讓學生了解，誠信之於金融活動所展現之具體價值。誠信不只是一種美德，對於人們從事的金融活動，更能帶來利人利己的良好影響，而促進社會金融體系之健全發展。"
借貸與金融信用,,,https://drive.google.com/a/junyiacademy.org/file/d/1cM3P9mmCxjl_0-eNZ0GK3n3Epq0rR3GW/view?usp=drivesdk,ppt,財務自由是理財教育中重要的觀念，透過適當的財務管理，使自己財務的收支平衡，才能使自己具備良好的金融信用。本案以誠信為核心議題，以金融信用為主軸，希望讓學生了解，誠信之於金融活動所展現之具體價值。誠信不只是一種美德，對於人們從事的金融活動，更能帶來利人利己的良好影響，而促進社會金融體系之健全發展。
用點心作文章,,,https://drive.google.com/a/junyiacademy.org/file/d/1e8h1TTQg1B13PnalJ2Jlys2ICdgobHdG/view?usp=drivesdk,pdf,結合自然、國語、數學、英文、生活等領域，有料理、心智圖、結構圖、小短文、曼陀羅等工具。喜歡的老師慢用吧
5-23國小說明文教學,,,https://drive.google.com/a/junyiacademy.org/file/d/1De8-00e66W-PqnwQmlK5dG0ltuGDUg_P/view?usp=drivesdk,pdf,"20150703下午-溫美玉老師-「課文教材分析與記敘文改說明文教學操作」研習課程線上版
https://www.youtube.com/playlist?list=PL0kA5HlfJIEM4y3RIC7MkAvykOR8fAsBM"
103上第四週作業,,,https://drive.google.com/a/junyiacademy.org/file/d/1wWD7eJ7yC0HBPv0gq3GF9RMFwye8F4d8/view?usp=drivesdk,doc,一周作業清單、主題書寫內容、常規提醒、學習指導。
